Event	ID	Name			Wwise Object Path	Notes
	196682047	SFX_PaperDisappears			\Default Work Unit\SFX_PaperDisappears	
	480120917	SFX_NoBack			\Default Work Unit\SFX_NoBack	
	681822082	SFX_Key			\Default Work Unit\SFX_Key	
	831657605	SFX_PaperAppears			\Default Work Unit\SFX_PaperAppears	
	855119499	SFX_NoInkLeft			\Default Work Unit\SFX_NoInkLeft	
	1101959602	SFX_Bell			\Default Work Unit\SFX_Bell	
	1281716197	SFX_Cadavre			\Default Work Unit\SFX_Cadavre	
	2363272052	Ambiant_Day			\Default Work Unit\Ambiant_Day	
	2385628198	Footsteps			\Default Work Unit\Footsteps	
	3380952835	SFX_PutAwayTypewriter			\Default Work Unit\SFX_PutAwayTypewriter	
	4036892440	SFX_TypeWriter			\Default Work Unit\SFX_TypeWriter	
	4228261502	SFX_Spool			\Default Work Unit\SFX_Spool	

Audio Bus	ID	Name			Wwise Object Path	Notes
	393239870	SFX			\Default Work Unit\Master Audio Bus\CHARACTER\SFX	
	436743010	CHARACTER			\Default Work Unit\Master Audio Bus\CHARACTER	
	682566924	SFX_CADAVRES			\Default Work Unit\Master Audio Bus\CHARACTER\SFX_CADAVRES	
	999249646	FTS			\Default Work Unit\Master Audio Bus\CHARACTER\FTS	
	2193711091	REVS			\Default Work Unit\Master Audio Bus\REVS	
	3034623661	ATMOS			\Default Work Unit\Master Audio Bus\ATMOS	
	3261194612	AMBIANT_ATMOS			\Default Work Unit\Master Audio Bus\ATMOS\AMBIANT_ATMOS	
	3419056631	AMBIANT_MUSIC			\Default Work Unit\Master Audio Bus\ATMOS\AMBIANT_MUSIC	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	3405182688	AMBIANT_OS			\Default Work Unit\Master Audio Bus\REVS\AMBIANT_OS	

Effect plug-ins	ID	Name	Type				Notes
	52325594	SFX_Typewriter_Spool_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool_01_23D2B3B6.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool\SFX_Typewriter_Spool_01		6625
	57002023	SFX_Typewriter_Spool_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_NoInkLeft\SFX_Typewriter_Spool\SFX_Typewriter_Spool_01		17968
	58771794	Ambiant_Wind_Howls_OS_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Wind_Howls\Ambiant_Wind_Howls_OS_01_97A3022D.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Wind_Howls\Ambiant_Wind_Howls_OS_01		105596
	73434410	FTS_Mud_Medium_L_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Medium\FTS_Mud_Medium_L_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Medium\FTS_Mud_Medium_L_05		6988
	87521917	FTS_MetalMove_Light_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Light_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Light\FTS_MetalMove_Light_01		14997
	100835554	Ambiant_Forest_Insects_OS_08	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Insects\Ambiant_Forest_Insects_OS_08_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Insects\Ambiant_Forest_Insects_OS_08		40832
	133000523	Ambiant_Forest_Gousse_OS_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_05		15719
	133528092	FTS_MetalMove_Medium_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Medium_06_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Medium\FTS_MetalMove_Medium_06		14708
	143882624	FTS_Mud_Light_R_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Light\FTS_Mud_Light_R_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Light\FTS_Mud_Light_R_05		5825
	169572227	SFX_Typewriter_Key_12	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_12_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_12		3397
	172981756	SFX_TakePaper_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_01		11470
	174212502	SFX_TakePaper_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_03		8440
	202903832	FTS_Mud_Light_L_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Light\FTS_Mud_Light_L_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Light\FTS_Mud_Light_L_03		5897
	203254886	SFX_Cadavre_Flies_OS_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Cadavre\SFX_Cadavre_Flies_OS_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Cadavre\SFX_Flies\SFX_Cadavre_Flies_OS_03		6993
	212323933	FTS_Cloth_L_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\Cloth\FTS_Cloth_L_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\Cloth\FTS_Cloth_L\FTS_Cloth_L_03		8753
	221575832	SFX_TakeTypewriter_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter\SFX_TakeTypewriter_02		31618
	221704066	SFX_TakeTypewriter_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter_02_D3FC7C02.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_PutAwayTypewriter\SFX_PutAwayTypewriter\SFX_TakeTypewriter_02		10033
	230999369	SFX_Typewriter_Bell_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Bell\SFX_Typewriter_Bell_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Bell\SFX_Typewriter_Bell_04		8274
	233777268	FTS_Mud_Medium_R_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Medium\FTS_Mud_Medium_R_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Medium\FTS_Mud_Medium_R_04		7569
	243898040	Ambiant_Forest_Vegetation_OS_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Vegetation\Ambiant_Forest_Vegetation_OS_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Vegetation\Ambiant_Forest_Vegetation_OS_02		26426
	247682100	SFX_TakeTypewriter_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter\SFX_TakeTypewriter_01		30378
	248242747	SFX_Typewriter_Key_08	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_08_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_08		2352
	251075847	SFX_NoBack_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_NoBack\SFX_NoBack_04_8BE5D66C.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_NoBack\SFX_NoBack\SFX_NoBack_04		13066
	265436611	FTS_Cloth_L_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\Cloth\FTS_Cloth_L_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\Cloth\FTS_Cloth_L\FTS_Cloth_L_02		9104
	278547314	FTS_Mud_Light_R_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Light\FTS_Mud_Light_R_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Light\FTS_Mud_Light_R_01		5460
	283660083	FTS_MetalMove_Medium_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Medium_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Medium\FTS_MetalMove_Medium_01		15720
	289595214	SFX_NoBack_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_NoBack\SFX_NoBack_01_05F947C8.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_NoBack\SFX_NoBack\SFX_NoBack_01		4920
	290230197	SFX_Cadavre_Flies_OS_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Cadavre\SFX_Cadavre_Flies_OS_04_4EED1F5F.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Cadavre\SFX_Flies\SFX_Cadavre_Flies_OS_04		4962
	296197943	FTS_MetalMove_Medium_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Medium_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Medium\FTS_MetalMove_Medium_05		14904
	309147093	Ambiant_Forest_Gousse_OS_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_01		16191
	310483013	SFX_Typewriter_Key_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_01		2802
	313739062	SFX_Typewriter_Key_13	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_13_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_13		3632
	317326265	Ambiant_Forest_Gousse_OS_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_03		3301
	318796113	SFX_Typewriter_Key_10	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_10_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_10		3582
	319087906	SFX_Typewriter_Bell_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Bell\SFX_Typewriter_Bell_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Bell\SFX_Typewriter_Bell_02		6570
	330739352	SFX_TakePaper_09	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_09_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_09		9442
	354182022	FTS_Mud_Medium_L_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Medium\FTS_Mud_Medium_L_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Medium\FTS_Mud_Medium_L_01		7130
	366178850	SFX_Typewriter_Bell_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Bell\SFX_Typewriter_Bell_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Bell\SFX_Typewriter_Bell_03		10317
	370078548	FTS_MetalMove_Hard_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Hard_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Hard\FTS_MetalMove_Hard_01		17528
	387628062	Ambiant_Forest_Vegetation_OS_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Vegetation\Ambiant_Forest_Vegetation_OS_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Vegetation\Ambiant_Forest_Vegetation_OS_05		18276
	392374192	FTS_Cloth_L_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\Cloth\FTS_Cloth_L_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\Cloth\FTS_Cloth_L\FTS_Cloth_L_01		9097
	419268440	SFX_TakePaper_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_05		9750
	419634281	Ambiant_Forest_Bird_OS_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Ambiant_Forest_Bird_OS_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Ambiant_Forest_Bird_OS_02		9992
	420716180	SFX_Typewriter_Key_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_03		3224
	421588980	Ambiant_Forest_Gousse_OS_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_06_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_06		12818
	428059081	SFX_TakeTypewriter_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter\SFX_TakeTypewriter_03		32187
	432320231	SFX_Typewriter_SpoolReload_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_SpoolReload_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_SpoolReload\SFX_Typewriter_SpoolReload_01		10540
	435978936	SFX_TakePaper_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_02_BD8A9833.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperDisappears\SFX_PaperAway\SFX_TakePaper_02		4059
	441597960	SFX_TakePaper_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_05_A8414188.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperDisappears\SFX_PaperAway\SFX_TakePaper_05		4867
	456748706	FTS_Mud_Medium_L_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Medium\FTS_Mud_Medium_L_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Medium\FTS_Mud_Medium_L_02		7512
	477417273	Ambiant_Wind_Howls_OS_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Wind_Howls\Ambiant_Wind_Howls_OS_01_248C54A5.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Wind_Howls\Ambiant_Wind_Howls_OS_05		107940
	479368181	Ambiant_Wind_Hiss_Lp	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_Lp\Ambiant_Wind_Hiss_Lp_B587EF35.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_Lp\Ambiant_Wind_Hiss_Lp		676797
	494573694	Ambiant_Forest_Insects_OS_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Insects\Ambiant_Forest_Insects_OS_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Insects\Ambiant_Forest_Insects_OS_02		13875
	502532248	SFX_Typewriter_Bell_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Bell\SFX_Typewriter_Bell_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Bell\SFX_Typewriter_Bell_01		5331
	511254445	FTS_MetalMove_Light_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Light_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Light\FTS_MetalMove_Light_04		14256
	513332369	FTS_MetalMove_Light_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Light_06_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Light\FTS_MetalMove_Light_06		15795
	518678761	SFX_Typewriter_Spool_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool_03_12587007.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool\SFX_Typewriter_Spool_03		7021
	521526232	SFX_NoBack_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_NoBack\SFX_NoBack_02_253F4FFB.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_NoBack\SFX_NoBack\SFX_NoBack_02		7277
	531088981	FTS_Mud_Medium_R_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Medium\FTS_Mud_Medium_R_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Medium\FTS_Mud_Medium_R_02		7234
	532910793	SFX_TakePaper_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_02		5939
	534401448	SFX_Cadavre_Flies_OS_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Cadavre\SFX_Cadavre_Flies_OS_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Cadavre\SFX_Flies\SFX_Cadavre_Flies_OS_02		3506
	534435031	Ambiant_Forest_Vegetation_OS_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Vegetation\Ambiant_Forest_Vegetation_OS_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Vegetation\Ambiant_Forest_Vegetation_OS_01		16713
